user_id,variant,signup_date,device,city,converted
42,B,2024-01-01 00:42:00,mobile,Bengaluru,False
43,B,2024-01-01 00:43:00,mobile,Mumbai,False
44,B,2024-01-01 00:44:00,mobile,Chennai,False
45,B,2024-01-01 00:45:00,mobile,Bengaluru,False
46,B,2024-01-01 00:46:00,mobile,Delhi,False
47,A,2024-01-01 00:47:00,mobile,Delhi,True
48,B,2024-01-01 00:48:00,mobile,Chennai,True
49,B,2024-01-01 00:49:00,mobile,Delhi,False
50,A,2024-01-01 00:50:00,mobile,Delhi,True
51,B,2024-01-01 00:51:00,mobile,Chennai,False
52,A,2024-01-01 00:52:00,mobile,Chennai,False
53,B,2024-01-01 00:53:00,mobile,Bengaluru,False
54,A,2024-01-01 00:54:00,tablet,Bengaluru,False
55,B,2024-01-01 00:55:00,mobile,Chennai,False
56,B,2024-01-01 00:56:00,desktop,Mumbai,False
57,A,2024-01-01 00:57:00,mobile,Delhi,False
58,A,2024-01-01 00:58:00,mobile,Bengaluru,False
59,A,2024-01-01 00:59:00,mobile,Delhi,True
60,A,2024-01-01 01:00:00,mobile,Delhi,False
61,A,2024-01-01 01:01:00,mobile,Delhi,False
62,A,2024-01-01 01:02:00,desktop,Mumbai,True
63,A,2024-01-01 01:03:00,mobile,Delhi,False
64,A,2024-01-01 01:04:00,mobile,Delhi,False
65,B,2024-01-01 01:05:00,mobile,Bengaluru,False
66,B,2024-01-01 01:06:00,mobile,Delhi,False
67,A,2024-01-01 01:07:00,desktop,Mumbai,False
68,B,2024-01-01 01:08:00,desktop,Mumbai,False
69,B,2024-01-01 01:09:00,mobile,Delhi,True
70,B,2024-01-01 01:10:00,mobile,Mumbai,False
71,B,2024-01-01 01:11:00,mobile,Chennai,False
72,A,2024-01-01 01:12:00,tablet,Mumbai,False
73,B,2024-01-01 01:13:00,mobile,Chennai,False
74,A,2024-01-01 01:14:00,desktop,Mumbai,False
75,B,2024-01-01 01:15:00,mobile,Mumbai,False
76,B,2024-01-01 01:16:00,tablet,Bengaluru,False
77,B,2024-01-01 01:17:00,mobile,Delhi,False
78,A,2024-01-01 01:18:00,mobile,Bengaluru,False
79,B,2024-01-01 01:19:00,mobile,Chennai,False
80,A,2024-01-01 01:20:00,tablet,Bengaluru,False
81,B,2024-01-01 01:21:00,tablet,Bengaluru,False
82,A,2024-01-01 01:22:00,desktop,Mumbai,False
83,B,2024-01-01 01:23:00,desktop,Chennai,True
84,A,2024-01-01 01:24:00,mobile,Mumbai,False
85,A,2024-01-01 01:25:00,desktop,Chennai,False
86,B,2024-01-01 01:26:00,desktop,Chennai,False
87,A,2024-01-01 01:27:00,mobile,Mumbai,False
88,B,2024-01-01 01:28:00,mobile,Delhi,False
89,B,2024-01-01 01:29:00,mobile,Delhi,False
90,B,2024-01-01 01:30:00,mobile,Chennai,True
91,B,2024-01-01 01:31:00,desktop,Delhi,False
92,B,2024-01-01 01:32:00,mobile,Mumbai,False
93,B,2024-01-01 01:33:00,mobile,Mumbai,False
94,B,2024-01-01 01:34:00,mobile,Mumbai,False
95,B,2024-01-01 01:35:00,mobile,Bengaluru,False
96,B,2024-01-01 01:36:00,mobile,Bengaluru,False
97,B,2024-01-01 01:37:00,desktop,Mumbai,False
98,B,2024-01-01 01:38:00,mobile,Chennai,False
99,A,2024-01-01 01:39:00,desktop,Bengaluru,True
100,A,2024-01-01 01:40:00,mobile,Chennai,False
101,B,2024-01-01 01:41:00,desktop,Mumbai,False
102,B,2024-01-01 01:42:00,mobile,Chennai,False
103,B,2024-01-01 01:43:00,mobile,Mumbai,False
104,B,2024-01-01 01:44:00,mobile,Chennai,False
105,B,2024-01-01 01:45:00,tablet,Bengaluru,False
106,B,2024-01-01 01:46:00,mobile,Chennai,False
107,B,2024-01-01 01:47:00,mobile,Mumbai,False
108,B,2024-01-01 01:48:00,desktop,Delhi,False
109,A,2024-01-01 01:49:00,mobile,Delhi,False
110,B,2024-01-01 01:50:00,mobile,Bengaluru,True
111,A,2024-01-01 01:51:00,mobile,Mumbai,False
112,B,2024-01-01 01:52:00,mobile,Chennai,False
113,B,2024-01-01 01:53:00,mobile,Mumbai,False
114,A,2024-01-01 01:54:00,mobile,Mumbai,False
115,B,2024-01-01 01:55:00,desktop,Bengaluru,False
116,A,2024-01-01 01:56:00,mobile,Chennai,False
117,B,2024-01-01 01:57:00,mobile,Mumbai,False
118,B,2024-01-01 01:58:00,mobile,Delhi,False
119,A,2024-01-01 01:59:00,mobile,Chennai,False
120,B,2024-01-01 02:00:00,mobile,Delhi,False
121,A,2024-01-01 02:01:00,desktop,Delhi,False
122,B,2024-01-01 02:02:00,desktop,Bengaluru,False
123,A,2024-01-01 02:03:00,desktop,Delhi,False
124,A,2024-01-01 02:04:00,mobile,Delhi,False
125,B,2024-01-01 02:05:00,desktop,Bengaluru,False
126,B,2024-01-01 02:06:00,desktop,Mumbai,False
127,A,2024-01-01 02:07:00,mobile,Mumbai,False
128,B,2024-01-01 02:08:00,mobile,Mumbai,False
129,B,2024-01-01 02:09:00,mobile,Delhi,False
130,B,2024-01-01 02:10:00,mobile,Mumbai,False
131,A,2024-01-01 02:11:00,desktop,Chennai,False
132,A,2024-01-01 02:12:00,mobile,Delhi,False
133,A,2024-01-01 02:13:00,desktop,Mumbai,False
134,A,2024-01-01 02:14:00,mobile,Delhi,False
135,A,2024-01-01 02:15:00,mobile,Chennai,False
136,A,2024-01-01 02:16:00,mobile,Bengaluru,False
137,A,2024-01-01 02:17:00,tablet,Delhi,False
138,A,2024-01-01 02:18:00,mobile,Bengaluru,False
139,A,2024-01-01 02:19:00,desktop,Chennai,False
140,B,2024-01-01 02:20:00,mobile,Bengaluru,False
141,A,2024-01-01 02:21:00,mobile,Chennai,False
142,B,2024-01-01 02:22:00,mobile,Bengaluru,False
143,B,2024-01-01 02:23:00,desktop,Chennai,False
144,B,2024-01-01 02:24:00,mobile,Mumbai,False
145,A,2024-01-01 02:25:00,mobile,Mumbai,False
146,A,2024-01-01 02:26:00,mobile,Mumbai,False
147,A,2024-01-01 02:27:00,desktop,Bengaluru,False
148,A,2024-01-01 02:28:00,mobile,Bengaluru,False
149,B,2024-01-01 02:29:00,mobile,Chennai,False
150,A,2024-01-01 02:30:00,mobile,Chennai,False
151,A,2024-01-01 02:31:00,mobile,Delhi,False
152,A,2024-01-01 02:32:00,desktop,Delhi,False
153,A,2024-01-01 02:33:00,desktop,Bengaluru,False
154,A,2024-01-01 02:34:00,mobile,Bengaluru,False
155,B,2024-01-01 02:35:00,desktop,Mumbai,False
156,A,2024-01-01 02:36:00,desktop,Mumbai,False
157,B,2024-01-01 02:37:00,mobile,Delhi,False
158,A,2024-01-01 02:38:00,desktop,Chennai,False
159,B,2024-01-01 02:39:00,desktop,Chennai,False
160,A,2024-01-01 02:40:00,mobile,Chennai,False
161,A,2024-01-01 02:41:00,desktop,Bengaluru,False
162,B,2024-01-01 02:42:00,mobile,Mumbai,False
163,B,2024-01-01 02:43:00,mobile,Chennai,True
164,B,2024-01-01 02:44:00,desktop,Mumbai,False
165,A,2024-01-01 02:45:00,desktop,Chennai,False
166,B,2024-01-01 02:46:00,desktop,Delhi,False
167,A,2024-01-01 02:47:00,mobile,Mumbai,True
168,A,2024-01-01 02:48:00,tablet,Delhi,False
169,B,2024-01-01 02:49:00,mobile,Mumbai,False
170,B,2024-01-01 02:50:00,mobile,Chennai,False
171,A,2024-01-01 02:51:00,mobile,Chennai,False
172,A,2024-01-01 02:52:00,mobile,Chennai,False
173,B,2024-01-01 02:53:00,mobile,Chennai,False
174,B,2024-01-01 02:54:00,mobile,Chennai,True
175,B,2024-01-01 02:55:00,desktop,Chennai,False
176,A,2024-01-01 02:56:00,tablet,Chennai,False
177,A,2024-01-01 02:57:00,desktop,Bengaluru,False
178,A,2024-01-01 02:58:00,mobile,Mumbai,False
179,A,2024-01-01 02:59:00,desktop,Delhi,False
180,A,2024-01-01 03:00:00,desktop,Bengaluru,False
181,A,2024-01-01 03:01:00,mobile,Mumbai,False
182,B,2024-01-01 03:02:00,desktop,Delhi,False
183,A,2024-01-01 03:03:00,mobile,Mumbai,False
184,A,2024-01-01 03:04:00,mobile,Delhi,False
185,A,2024-01-01 03:05:00,mobile,Delhi,False
186,B,2024-01-01 03:06:00,desktop,Delhi,False
187,A,2024-01-01 03:07:00,desktop,Mumbai,False
188,A,2024-01-01 03:08:00,mobile,Mumbai,False
189,B,2024-01-01 03:09:00,mobile,Delhi,False
190,A,2024-01-01 03:10:00,desktop,Delhi,False
191,A,2024-01-01 03:11:00,tablet,Chennai,False
192,A,2024-01-01 03:12:00,mobile,Delhi,False
193,A,2024-01-01 03:13:00,mobile,Chennai,False
194,A,2024-01-01 03:14:00,desktop,Chennai,False
195,B,2024-01-01 03:15:00,mobile,Chennai,False
196,B,2024-01-01 03:16:00,mobile,Delhi,False
197,B,2024-01-01 03:17:00,mobile,Delhi,False
198,A,2024-01-01 03:18:00,desktop,Delhi,False
199,A,2024-01-01 03:19:00,desktop,Delhi,False
200,A,2024-01-01 03:20:00,mobile,Chennai,False
201,B,2024-01-01 03:21:00,mobile,Delhi,False
202,A,2024-01-01 03:22:00,mobile,Chennai,False
203,A,2024-01-01 03:23:00,mobile,Chennai,False
204,B,2024-01-01 03:24:00,mobile,Chennai,True
205,A,2024-01-01 03:25:00,mobile,Mumbai,False
206,B,2024-01-01 03:26:00,mobile,Bengaluru,False
207,B,2024-01-01 03:27:00,mobile,Chennai,True
208,B,2024-01-01 03:28:00,desktop,Chennai,False
209,A,2024-01-01 03:29:00,mobile,Bengaluru,False
210,A,2024-01-01 03:30:00,mobile,Mumbai,False
211,A,2024-01-01 03:31:00,mobile,Delhi,False
212,A,2024-01-01 03:32:00,mobile,Mumbai,False
213,A,2024-01-01 03:33:00,mobile,Delhi,False
214,A,2024-01-01 03:34:00,mobile,Bengaluru,False
215,A,2024-01-01 03:35:00,mobile,Mumbai,False
216,B,2024-01-01 03:36:00,mobile,Bengaluru,False
217,A,2024-01-01 03:37:00,desktop,Mumbai,False
218,B,2024-01-01 03:38:00,mobile,Mumbai,False
219,A,2024-01-01 03:39:00,mobile,Bengaluru,False
220,A,2024-01-01 03:40:00,desktop,Bengaluru,False
221,A,2024-01-01 03:41:00,desktop,Bengaluru,False
222,B,2024-01-01 03:42:00,mobile,Delhi,True
223,B,2024-01-01 03:43:00,desktop,Bengaluru,False
224,B,2024-01-01 03:44:00,mobile,Chennai,False
225,B,2024-01-01 03:45:00,tablet,Chennai,False
226,A,2024-01-01 03:46:00,mobile,Bengaluru,False
227,B,2024-01-01 03:47:00,desktop,Bengaluru,False
228,A,2024-01-01 03:48:00,desktop,Mumbai,False
229,A,2024-01-01 03:49:00,mobile,Chennai,False
230,B,2024-01-01 03:50:00,desktop,Delhi,False
231,B,2024-01-01 03:51:00,mobile,Mumbai,False
232,B,2024-01-01 03:52:00,mobile,Delhi,False
233,B,2024-01-01 03:53:00,mobile,Bengaluru,False
234,B,2024-01-01 03:54:00,desktop,Mumbai,False
235,B,2024-01-01 03:55:00,mobile,Chennai,True
236,B,2024-01-01 03:56:00,mobile,Mumbai,False
237,B,2024-01-01 03:57:00,mobile,Delhi,False
238,A,2024-01-01 03:58:00,mobile,Chennai,False
239,B,2024-01-01 03:59:00,mobile,Delhi,False
240,B,2024-01-01 04:00:00,desktop,Chennai,False
241,A,2024-01-01 04:01:00,tablet,Bengaluru,False
242,B,2024-01-01 04:02:00,mobile,Bengaluru,False
243,A,2024-01-01 04:03:00,mobile,Bengaluru,True
244,A,2024-01-01 04:04:00,mobile,Chennai,False
245,B,2024-01-01 04:05:00,mobile,Mumbai,True
246,A,2024-01-01 04:06:00,mobile,Bengaluru,False
247,A,2024-01-01 04:07:00,mobile,Chennai,False
248,A,2024-01-01 04:08:00,mobile,Chennai,False
249,A,2024-01-01 04:09:00,mobile,Bengaluru,False
250,B,2024-01-01 04:10:00,desktop,Chennai,False
251,A,2024-01-01 04:11:00,tablet,Chennai,False
252,B,2024-01-01 04:12:00,mobile,Bengaluru,True
253,A,2024-01-01 04:13:00,desktop,Mumbai,False
254,A,2024-01-01 04:14:00,mobile,Delhi,False
255,A,2024-01-01 04:15:00,desktop,Mumbai,False
256,A,2024-01-01 04:16:00,desktop,Chennai,True
257,B,2024-01-01 04:17:00,desktop,Chennai,False
258,B,2024-01-01 04:18:00,mobile,Chennai,False
259,A,2024-01-01 04:19:00,mobile,Bengaluru,False
260,A,2024-01-01 04:20:00,mobile,Delhi,False
261,B,2024-01-01 04:21:00,mobile,Chennai,False
262,A,2024-01-01 04:22:00,mobile,Chennai,False
263,A,2024-01-01 04:23:00,mobile,Mumbai,False
264,A,2024-01-01 04:24:00,desktop,Chennai,False
265,B,2024-01-01 04:25:00,mobile,Chennai,False
266,B,2024-01-01 04:26:00,mobile,Bengaluru,False
267,B,2024-01-01 04:27:00,mobile,Mumbai,False
268,A,2024-01-01 04:28:00,mobile,Mumbai,False
269,A,2024-01-01 04:29:00,mobile,Chennai,False
270,B,2024-01-01 04:30:00,mobile,Bengaluru,False
271,B,2024-01-01 04:31:00,mobile,Bengaluru,False
272,B,2024-01-01 04:32:00,mobile,Delhi,False
273,B,2024-01-01 04:33:00,mobile,Delhi,False
274,A,2024-01-01 04:34:00,mobile,Chennai,False
275,B,2024-01-01 04:35:00,tablet,Delhi,False
276,A,2024-01-01 04:36:00,mobile,Bengaluru,False
277,B,2024-01-01 04:37:00,desktop,Mumbai,False
278,A,2024-01-01 04:38:00,mobile,Delhi,False
279,B,2024-01-01 04:39:00,mobile,Chennai,False
280,B,2024-01-01 04:40:00,mobile,Bengaluru,False
281,B,2024-01-01 04:41:00,mobile,Delhi,False
282,B,2024-01-01 04:42:00,mobile,Bengaluru,False
283,A,2024-01-01 04:43:00,mobile,Mumbai,False
284,B,2024-01-01 04:44:00,mobile,Bengaluru,False
285,A,2024-01-01 04:45:00,mobile,Chennai,True
286,A,2024-01-01 04:46:00,desktop,Delhi,False
287,A,2024-01-01 04:47:00,desktop,Bengaluru,True
288,A,2024-01-01 04:48:00,mobile,Mumbai,False
289,B,2024-01-01 04:49:00,mobile,Delhi,False
290,A,2024-01-01 04:50:00,mobile,Delhi,False
291,A,2024-01-01 04:51:00,mobile,Chennai,False
292,A,2024-01-01 04:52:00,desktop,Mumbai,False
293,B,2024-01-01 04:53:00,mobile,Bengaluru,False
294,B,2024-01-01 04:54:00,mobile,Mumbai,False
295,B,2024-01-01 04:55:00,mobile,Mumbai,False
296,B,2024-01-01 04:56:00,desktop,Mumbai,False
297,A,2024-01-01 04:57:00,mobile,Bengaluru,False
298,A,2024-01-01 04:58:00,mobile,Delhi,False
299,B,2024-01-01 04:59:00,desktop,Mumbai,False
300,A,2024-01-01 05:00:00,mobile,Bengaluru,False
301,A,2024-01-01 05:01:00,mobile,Delhi,False
302,A,2024-01-01 05:02:00,desktop,Chennai,False
303,B,2024-01-01 05:03:00,mobile,Bengaluru,False
304,B,2024-01-01 05:04:00,desktop,Mumbai,False
305,A,2024-01-01 05:05:00,mobile,Mumbai,False
306,B,2024-01-01 05:06:00,mobile,Bengaluru,False
307,B,2024-01-01 05:07:00,desktop,Bengaluru,False
308,B,2024-01-01 05:08:00,mobile,Mumbai,False
309,B,2024-01-01 05:09:00,desktop,Bengaluru,False
310,B,2024-01-01 05:10:00,desktop,Mumbai,False
311,A,2024-01-01 05:11:00,mobile,Bengaluru,False
312,B,2024-01-01 05:12:00,desktop,Chennai,False
313,A,2024-01-01 05:13:00,desktop,Delhi,False
314,A,2024-01-01 05:14:00,mobile,Chennai,False
315,B,2024-01-01 05:15:00,mobile,Bengaluru,False
316,A,2024-01-01 05:16:00,mobile,Chennai,False
317,A,2024-01-01 05:17:00,mobile,Chennai,False
318,A,2024-01-01 05:18:00,mobile,Delhi,False
319,B,2024-01-01 05:19:00,mobile,Bengaluru,False
320,B,2024-01-01 05:20:00,mobile,Chennai,False
321,A,2024-01-01 05:21:00,mobile,Chennai,False
322,B,2024-01-01 05:22:00,mobile,Bengaluru,False
323,B,2024-01-01 05:23:00,mobile,Delhi,False
324,B,2024-01-01 05:24:00,mobile,Chennai,False
325,B,2024-01-01 05:25:00,desktop,Mumbai,False
326,A,2024-01-01 05:26:00,mobile,Delhi,False
327,A,2024-01-01 05:27:00,mobile,Bengaluru,False
328,B,2024-01-01 05:28:00,mobile,Mumbai,False
329,B,2024-01-01 05:29:00,mobile,Mumbai,False
330,A,2024-01-01 05:30:00,mobile,Chennai,True
331,A,2024-01-01 05:31:00,desktop,Chennai,False
332,B,2024-01-01 05:32:00,mobile,Bengaluru,False
333,A,2024-01-01 05:33:00,desktop,Chennai,False
334,B,2024-01-01 05:34:00,mobile,Delhi,False
335,B,2024-01-01 05:35:00,mobile,Mumbai,False
336,A,2024-01-01 05:36:00,desktop,Delhi,False
337,A,2024-01-01 05:37:00,desktop,Mumbai,False
338,B,2024-01-01 05:38:00,mobile,Bengaluru,False
339,B,2024-01-01 05:39:00,desktop,Mumbai,False
340,A,2024-01-01 05:40:00,mobile,Chennai,False
341,B,2024-01-01 05:41:00,desktop,Bengaluru,False
342,A,2024-01-01 05:42:00,mobile,Bengaluru,False
343,B,2024-01-01 05:43:00,desktop,Bengaluru,False
344,A,2024-01-01 05:44:00,mobile,Mumbai,False
345,A,2024-01-01 05:45:00,mobile,Delhi,False
346,A,2024-01-01 05:46:00,desktop,Chennai,True
347,B,2024-01-01 05:47:00,mobile,Delhi,False
348,B,2024-01-01 05:48:00,mobile,Mumbai,False
349,A,2024-01-01 05:49:00,mobile,Delhi,False
350,B,2024-01-01 05:50:00,desktop,Delhi,False
351,A,2024-01-01 05:51:00,desktop,Delhi,False
352,A,2024-01-01 05:52:00,desktop,Bengaluru,False
353,B,2024-01-01 05:53:00,desktop,Mumbai,False
354,B,2024-01-01 05:54:00,mobile,Mumbai,False
355,A,2024-01-01 05:55:00,mobile,Chennai,False
356,B,2024-01-01 05:56:00,mobile,Chennai,False
357,B,2024-01-01 05:57:00,mobile,Bengaluru,False
358,A,2024-01-01 05:58:00,mobile,Mumbai,False
359,A,2024-01-01 05:59:00,mobile,Chennai,False
360,B,2024-01-01 06:00:00,mobile,Chennai,False
361,A,2024-01-01 06:01:00,desktop,Bengaluru,False
362,A,2024-01-01 06:02:00,mobile,Chennai,False
363,B,2024-01-01 06:03:00,desktop,Chennai,False
364,A,2024-01-01 06:04:00,desktop,Chennai,False
365,A,2024-01-01 06:05:00,desktop,Chennai,False
366,B,2024-01-01 06:06:00,tablet,Delhi,False
367,B,2024-01-01 06:07:00,mobile,Bengaluru,False
368,A,2024-01-01 06:08:00,mobile,Bengaluru,False
369,A,2024-01-01 06:09:00,desktop,Delhi,False
370,B,2024-01-01 06:10:00,mobile,Chennai,False
371,B,2024-01-01 06:11:00,desktop,Mumbai,False
372,B,2024-01-01 06:12:00,mobile,Chennai,False
373,B,2024-01-01 06:13:00,mobile,Delhi,False
374,A,2024-01-01 06:14:00,mobile,Chennai,False
375,B,2024-01-01 06:15:00,tablet,Bengaluru,False
376,B,2024-01-01 06:16:00,desktop,Chennai,False
377,A,2024-01-01 06:17:00,desktop,Mumbai,False
378,B,2024-01-01 06:18:00,desktop,Bengaluru,False
379,A,2024-01-01 06:19:00,mobile,Chennai,False
380,B,2024-01-01 06:20:00,mobile,Chennai,False
381,B,2024-01-01 06:21:00,desktop,Mumbai,False
382,B,2024-01-01 06:22:00,mobile,Chennai,True
383,A,2024-01-01 06:23:00,mobile,Delhi,False
384,A,2024-01-01 06:24:00,mobile,Mumbai,True
385,B,2024-01-01 06:25:00,mobile,Delhi,False
386,A,2024-01-01 06:26:00,desktop,Mumbai,False
387,A,2024-01-01 06:27:00,mobile,Bengaluru,False
388,A,2024-01-01 06:28:00,desktop,Mumbai,False
389,A,2024-01-01 06:29:00,desktop,Mumbai,False
390,A,2024-01-01 06:30:00,mobile,Delhi,False
391,A,2024-01-01 06:31:00,mobile,Delhi,False
392,B,2024-01-01 06:32:00,mobile,Mumbai,False
393,B,2024-01-01 06:33:00,tablet,Bengaluru,False
394,A,2024-01-01 06:34:00,mobile,Mumbai,False
395,B,2024-01-01 06:35:00,mobile,Chennai,False
396,B,2024-01-01 06:36:00,desktop,Mumbai,False
397,B,2024-01-01 06:37:00,mobile,Bengaluru,False
398,B,2024-01-01 06:38:00,tablet,Delhi,False
399,A,2024-01-01 06:39:00,desktop,Chennai,False
400,B,2024-01-01 06:40:00,mobile,Mumbai,False
401,B,2024-01-01 06:41:00,mobile,Mumbai,False
402,A,2024-01-01 06:42:00,mobile,Mumbai,False
403,A,2024-01-01 06:43:00,desktop,Delhi,False
404,B,2024-01-01 06:44:00,desktop,Bengaluru,False
405,B,2024-01-01 06:45:00,mobile,Chennai,False
406,B,2024-01-01 06:46:00,mobile,Bengaluru,False
407,B,2024-01-01 06:47:00,desktop,Bengaluru,False
408,B,2024-01-01 06:48:00,mobile,Mumbai,False
409,B,2024-01-01 06:49:00,desktop,Chennai,False
410,A,2024-01-01 06:50:00,mobile,Chennai,False
411,B,2024-01-01 06:51:00,mobile,Delhi,False
412,B,2024-01-01 06:52:00,desktop,Chennai,False
413,A,2024-01-01 06:53:00,mobile,Bengaluru,False
414,A,2024-01-01 06:54:00,mobile,Mumbai,False
415,A,2024-01-01 06:55:00,mobile,Mumbai,False
416,A,2024-01-01 06:56:00,mobile,Mumbai,False
417,B,2024-01-01 06:57:00,desktop,Bengaluru,False
418,B,2024-01-01 06:58:00,mobile,Delhi,False
419,B,2024-01-01 06:59:00,desktop,Delhi,False
420,B,2024-01-01 07:00:00,desktop,Chennai,False
421,B,2024-01-01 07:01:00,desktop,Mumbai,False
422,B,2024-01-01 07:02:00,desktop,Mumbai,False
423,A,2024-01-01 07:03:00,mobile,Mumbai,False
424,B,2024-01-01 07:04:00,desktop,Mumbai,False
425,A,2024-01-01 07:05:00,mobile,Mumbai,False
426,A,2024-01-01 07:06:00,mobile,Chennai,False
427,B,2024-01-01 07:07:00,mobile,Delhi,False
428,A,2024-01-01 07:08:00,mobile,Delhi,False
429,B,2024-01-01 07:09:00,mobile,Bengaluru,False
430,A,2024-01-01 07:10:00,mobile,Mumbai,False
431,B,2024-01-01 07:11:00,mobile,Delhi,False
432,A,2024-01-01 07:12:00,mobile,Delhi,False
433,B,2024-01-01 07:13:00,mobile,Chennai,False
434,B,2024-01-01 07:14:00,desktop,Chennai,False
435,B,2024-01-01 07:15:00,mobile,Bengaluru,False
436,B,2024-01-01 07:16:00,mobile,Bengaluru,False
437,B,2024-01-01 07:17:00,mobile,Delhi,False
438,A,2024-01-01 07:18:00,mobile,Bengaluru,False
439,A,2024-01-01 07:19:00,mobile,Delhi,False
440,A,2024-01-01 07:20:00,mobile,Chennai,False
441,B,2024-01-01 07:21:00,mobile,Bengaluru,False
442,A,2024-01-01 07:22:00,mobile,Delhi,False
443,B,2024-01-01 07:23:00,mobile,Delhi,False
444,B,2024-01-01 07:24:00,tablet,Chennai,False
445,A,2024-01-01 07:25:00,mobile,Delhi,False
446,A,2024-01-01 07:26:00,desktop,Mumbai,False
447,B,2024-01-01 07:27:00,desktop,Mumbai,True
448,A,2024-01-01 07:28:00,mobile,Delhi,False
449,B,2024-01-01 07:29:00,tablet,Bengaluru,False
450,B,2024-01-01 07:30:00,desktop,Mumbai,False
451,B,2024-01-01 07:31:00,desktop,Mumbai,False
452,B,2024-01-01 07:32:00,mobile,Mumbai,False
453,B,2024-01-01 07:33:00,mobile,Mumbai,False
454,A,2024-01-01 07:34:00,mobile,Bengaluru,False
455,A,2024-01-01 07:35:00,mobile,Chennai,False
456,B,2024-01-01 07:36:00,desktop,Bengaluru,True
457,B,2024-01-01 07:37:00,desktop,Chennai,False
458,A,2024-01-01 07:38:00,mobile,Mumbai,False
459,A,2024-01-01 07:39:00,desktop,Mumbai,False
460,B,2024-01-01 07:40:00,desktop,Bengaluru,False
461,A,2024-01-01 07:41:00,mobile,Bengaluru,False
462,B,2024-01-01 07:42:00,mobile,Chennai,False
463,A,2024-01-01 07:43:00,mobile,Bengaluru,False
464,B,2024-01-01 07:44:00,desktop,Delhi,False
465,A,2024-01-01 07:45:00,desktop,Bengaluru,False
466,B,2024-01-01 07:46:00,mobile,Mumbai,False
467,A,2024-01-01 07:47:00,mobile,Bengaluru,False
468,A,2024-01-01 07:48:00,desktop,Mumbai,False
469,B,2024-01-01 07:49:00,desktop,Delhi,False
470,A,2024-01-01 07:50:00,mobile,Mumbai,True
471,B,2024-01-01 07:51:00,mobile,Bengaluru,False
472,A,2024-01-01 07:52:00,desktop,Chennai,False
473,B,2024-01-01 07:53:00,mobile,Delhi,False
474,A,2024-01-01 07:54:00,mobile,Delhi,False
475,B,2024-01-01 07:55:00,desktop,Bengaluru,False
476,A,2024-01-01 07:56:00,mobile,Delhi,False
477,B,2024-01-01 07:57:00,desktop,Mumbai,True
478,A,2024-01-01 07:58:00,mobile,Chennai,False
479,B,2024-01-01 07:59:00,mobile,Bengaluru,False
480,B,2024-01-01 08:00:00,mobile,Delhi,False
481,B,2024-01-01 08:01:00,mobile,Mumbai,False
482,A,2024-01-01 08:02:00,mobile,Mumbai,False
483,B,2024-01-01 08:03:00,desktop,Delhi,False
484,A,2024-01-01 08:04:00,mobile,Bengaluru,False
